word,image_url,description,examples,level,is_favorite,needs_review,last_seen,created_at,video_url,category
Play,,Make 'Y' handshapes and twist them back and forth,Children love to play.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051253,2025-07-02T14:53:25.051255,https://drive.google.com/file/d/19gGJAIiecPE9sb53JZEBg09I2Oh9zR7x/view?usp=sharing,BASIC
Play Therapy,,Sign language gesture for 'Play Therapy',Example sentence using 'Play Therapy'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.744004,2025-07-17T18:32:00.744004,https://drive.google.com/file/d/1JNg4U6nAg3A3rRC_QruteLsMuElOOGDG/view?usp=sharing,MEDICAL AND HEALTH
Please,,"Flat hand on chest, make circular rubbing motion",Please help me with this.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051028,2025-07-02T14:53:25.051030,https://drive.google.com/file/d/1k_UZTMPg07gQEVjQuel7fBZcduZnel2G/view?usp=sharing,BASIC
Pluto,,Sign language gesture for 'Pluto',Example sentence using 'Pluto'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.746611,2025-07-17T18:32:00.746611,https://drive.google.com/file/d/1jT3VXVfCUZNXquIY3rb29BFhtUE2BY6T/view?usp=sharing,GENERAL
Poaching,,Sign language gesture for 'Poaching',Example sentence using 'Poaching'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746527,2025-07-17T18:32:00.746527,https://drive.google.com/file/d/1idt_cZjT6Nkm2IH9vbwqclEypPVIQn-8/view?usp=sharing,BASIC
Pollination,,Sign language gesture for 'Pollination',Example sentence using 'Pollination'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747336,2025-07-17T18:32:00.747336,https://drive.google.com/file/d/1wVop0zJ4hU2vImz3Tgvv_K4RbQQ1mhLI/view?usp=sharing,BASIC
Population,,Sign language gesture for 'Population',Example sentence using 'Population'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746414,2025-07-17T18:32:00.746414,https://drive.google.com/file/d/13Hzb2zoNXczEM2YLGsykuVd3iV2cwHbT/view?usp=sharing,BASIC
Population Density,,Sign language gesture for 'Population Density',Example sentence using 'Population Density'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746261,2025-07-17T18:32:00.746261,https://drive.google.com/file/d/11tEwmm8dhe5fh0G-sJ-3y5jLonPzSmxZ/view?usp=sharing,BASIC
Population Distribution,,Sign language gesture for 'Population Distribution',Example sentence using 'Population Distribution'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747855,2025-07-17T18:32:00.747855,https://drive.google.com/file/d/1gU3cIdj6KmwvR3qildqFLMiB_5xUCUzZ/view?usp=sharing,BASIC
Positive Mental Health,,Sign language gesture for 'Positive Mental Health',Example sentence using 'Positive Mental Health'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.743271,2025-07-17T18:32:00.743271,https://drive.google.com/file/d/1dC0InBARHh5aSxV2WOg8ebGixJJdinE8/view?usp=sharing,MEDICAL AND HEALTH
Postnatal,,Sign language gesture for 'Postnatal',Example sentence using 'Postnatal'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.743966,2025-07-17T18:32:00.743966,https://drive.google.com/file/d/11ol4fIBfMWaj7g8pUizwYL9lpUMiR2e7/view?usp=sharing,ADVANCED
Postpatrum Depression,,Sign language gesture for 'Postpatrum Depression',Example sentence using 'Postpatrum Depression'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.743932,2025-07-17T18:32:00.743932,https://drive.google.com/file/d/1wrj19RC3CwF0Pbx8wdsK0_uCp1OCzESs/view?usp=sharing,EMOTIONS AND REACTIONS
Prenatal,,Sign language gesture for 'Prenatal',Example sentence using 'Prenatal'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.743955,2025-07-17T18:32:00.743955,https://drive.google.com/file/d/1giAB6dFz5ncB6vC90-mBIzDxxNg7zlqf/view?usp=sharing,GENERAL
Prenatal Counselling,,Sign language gesture for 'Prenatal Counselling',Example sentence using 'Prenatal Counselling'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.743922,2025-07-17T18:32:00.743922,https://drive.google.com/file/d/10zfqaEq1jM3l_IXCqLFxfLKy2WYSx0f4/view?usp=sharing,BASIC
Primary Activity,,Sign language gesture for 'Primary Activity',Example sentence using 'Primary Activity'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747732,2025-07-17T18:32:00.747732,https://drive.google.com/file/d/1ohuF9k_cJ4jxFlLDSNG9vBrRWFFJnIwp/view?usp=sharing,DAILY ACTIONS
Primogeniture,,Sign language gesture for 'Primogeniture',Example sentence using 'Primogeniture'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747429,2025-07-17T18:32:00.747429,https://drive.google.com/file/d/16pdmbQdUv8lymjknb71SU6By1y4FHOE2/view?usp=sharing,BASIC
Proud,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051898,2025-07-02T14:53:25.051900,https://drive.google.com/file/d/1S0tf6NtkFiT5s2u9AIlk-URYJEwE5n6k/view?usp=sharing,EMOTIONS AND REACTIONS
Provincial Autonomy,,Sign language gesture for 'Provincial Autonomy',Example sentence using 'Provincial Autonomy'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746578,2025-07-17T18:32:00.746578,https://drive.google.com/file/d/1GPdx6ppxWRBcHpi0f6mtNC3ODKD5ecHl/view?usp=sharing,BASIC
Psychoeducation,,Sign language gesture for 'Psychoeducation',Example sentence using 'Psychoeducation'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.743943,2025-07-17T18:32:00.743943,https://drive.google.com/file/d/17eQ3xm5L3NFPviulIdUoLbenDWDO68Al/view?usp=sharing,BASIC
Psychological First Aid Pfa,,Sign language gesture for 'Psychological First Aid Pfa',Example sentence using 'Psychological First Aid Pfa'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.743978,2025-07-17T18:32:00.743978,https://drive.google.com/file/d/1CJYNYxyXuC6MqlxUyKDH_WhK5hcr6xci/view?usp=sharing,BASIC
Psychosis,,Sign language gesture for 'Psychosis',Example sentence using 'Psychosis'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.743911,2025-07-17T18:32:00.743911,https://drive.google.com/file/d/1DqHNohP0eDV9iad-rtody9OhcM5MNqHT/view?usp=sharing,BASIC
Psychosocial Disabilities,,Sign language gesture for 'Psychosocial Disabilities',Example sentence using 'Psychosocial Disabilities'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.743859,2025-07-17T18:32:00.743859,https://drive.google.com/file/d/10nnWiokgzD3RB2YVUGA0j4k_oIEwWMcj/view?usp=sharing,COMMUNICATION
Psychosocial Support,,Sign language gesture for 'Psychosocial Support',Example sentence using 'Psychosocial Support'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.743898,2025-07-17T18:32:00.743898,https://drive.google.com/file/d/1goIAcwPuXhaoWA8KPCxVUiaV8ZyFmAwG/view?usp=sharing,COMMUNICATION
Psychotherapy,,Sign language gesture for 'Psychotherapy',Example sentence using 'Psychotherapy'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.743877,2025-07-17T18:32:00.743877,https://drive.google.com/file/d/17-KQ6aw-8rbGmffngErVQ4MqDIHJ0hQ1/view?usp=sharing,MEDICAL AND HEALTH
Quarrying,,Sign language gesture for 'Quarrying',Example sentence using 'Quarrying'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746836,2025-07-17T18:32:00.746836,https://drive.google.com/file/d/13zMd4sey1JDQBDYPj2zKIZvTrYYaUrUv/view?usp=sharing,BASIC
Rain,,Both hands wiggle fingers downward like falling rain,It might rain tonight.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051325,2025-07-02T14:53:25.051327,https://drive.google.com/file/d/1inbpX6bW6Y36a3M8RIDSTJpjcZw4LTr7/view?usp=sharing,BASIC
Rashtrakuta,,Sign language gesture for 'Rashtrakuta',Example sentence using 'Rashtrakuta'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.746555,2025-07-17T18:32:00.746555,https://drive.google.com/file/d/13DGbUpnR7rRjdFg1Bj1Qw6woW3rBw0Zv/view?usp=sharing,ADVANCED
Read,,"Hold left hand flat, move right index finger down the palm",I read books every evening.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051258,2025-07-02T14:53:25.051260,https://drive.google.com/file/d/1ekNIeuO_q3A68dx5e9ualTLYt7Boev55/view?usp=sharing,BASIC
Read Newspaper,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051924,2025-07-02T14:53:25.051926,,DAILY ACTIONS
Rebellion Revolt,,Sign language gesture for 'Rebellion Revolt',Example sentence using 'Rebellion Revolt'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747701,2025-07-17T18:32:00.747701,https://drive.google.com/file/d/1BmQXMtXqjP0D9qx8IuCblFqxLjYChRYj/view?usp=sharing,BASIC
Reciprocation,,Sign language gesture for 'Reciprocation',Example sentence using 'Reciprocation'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.743888,2025-07-17T18:32:00.743888,https://drive.google.com/file/d/1exZoRVrXrS8uOkiNCS4ttXYsoLIQWnmH/view?usp=sharing,BASIC
Reckless Behaviour,,Sign language gesture for 'Reckless Behaviour',Example sentence using 'Reckless Behaviour'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.743869,2025-07-17T18:32:00.743869,https://drive.google.com/file/d/1-d42hgOX2d4T2IG2PVoqS-sk9UJRSFFU/view?usp=sharing,BASIC
Red Flag,,Sign language gesture for 'Red Flag',Example sentence using 'Red Flag'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.743847,2025-07-17T18:32:00.743847,https://drive.google.com/file/d/1pyb211uQvTtEeou0c9r8fbDiDa070t_c/view?usp=sharing,GENERAL
Referrals,,Sign language gesture for 'Referrals',Example sentence using 'Referrals'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.743812,2025-07-17T18:32:00.743812,https://drive.google.com/file/d/1zQFZeIw0dJry7iIV_HHZV2mojE9sqKNA/view?usp=sharing,ADVANCED
Refinery,,Sign language gesture for 'Refinery',Example sentence using 'Refinery'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747090,2025-07-17T18:32:00.747090,https://drive.google.com/file/d/1jpbbOST71Z0U76uluORyJgcbZjJWRowK/view?usp=sharing,BASIC
Regulate Emotions,,Sign language gesture for 'Regulate Emotions',Example sentence using 'Regulate Emotions'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.743836,2025-07-17T18:32:00.743836,https://drive.google.com/file/d/1rISXLnO_RsOYI9S_x4jPeX65elOmyYUO/view?usp=sharing,EMOTIONS AND REACTIONS
Relapse,,Sign language gesture for 'Relapse',Example sentence using 'Relapse'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.743825,2025-07-17T18:32:00.743825,https://drive.google.com/file/d/1uhYHRd43CtdmdDZGKA6-81mLweskUbmP/view?usp=sharing,GENERAL
Relaxation Training,,Sign language gesture for 'Relaxation Training',Example sentence using 'Relaxation Training'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.743800,2025-07-17T18:32:00.743800,https://drive.google.com/file/d/1CAas78VOuxOnjlGMnTRVkVAZgqUcqYkf/view?usp=sharing,DAILY ACTIONS
Relief,,Sign language gesture for 'Relief',Example sentence using 'Relief'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.743781,2025-07-17T18:32:00.743781,https://drive.google.com/file/d/1fX_qpNLS_R5KNDa0jWkxFcquVuz8Oold/view?usp=sharing,BASIC
Renewable Resources,,Sign language gesture for 'Renewable Resources',Example sentence using 'Renewable Resources'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.747469,2025-07-17T18:32:00.747469,https://drive.google.com/file/d/1ck0TnoEPfvP_1W-UTu6x7yJx8T19XjEN/view?usp=sharing,ADVANCED
Repeated Intrusive Thoughts,,Sign language gesture for 'Repeated Intrusive Thoughts',Example sentence using 'Repeated Intrusive Thoughts'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.743770,2025-07-17T18:32:00.743770,https://drive.google.com/file/d/1jwts1e2Z4gegb3NMrB3qmClwQRWlUtsR/view?usp=sharing,BASIC
Resource,,Sign language gesture for 'Resource',Example sentence using 'Resource'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.746295,2025-07-17T18:32:00.746295,https://drive.google.com/file/d/1xVgS2Sg5NUiopWsUSyy4rUz2Nsif8w-h/view?usp=sharing,GENERAL
Respite Care,,Sign language gesture for 'Respite Care',Example sentence using 'Respite Care'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.743789,2025-07-17T18:32:00.743789,https://drive.google.com/file/d/1R3LaRq0Wcyk2SB78o8wlR1zaV_tgXdiG/view?usp=sharing,MEDICAL AND HEALTH
Revolution Of Earth,,Sign language gesture for 'Revolution Of Earth',Example sentence using 'Revolution Of Earth'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747788,2025-07-17T18:32:00.747788,https://drive.google.com/file/d/1pOh3zj5gG_Jt3YsdCkIQc4jUUhQqHn8z/view?usp=sharing,BASIC
Richter Scale,,Sign language gesture for 'Richter Scale',Example sentence using 'Richter Scale'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747290,2025-07-17T18:32:00.747290,https://drive.google.com/file/d/1VS-WRxpd2TzWpy55H5kTyf3O_tE6DRjn/view?usp=sharing,BASIC
Ride Bike,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051925,2025-07-02T14:53:25.051927,,DAILY ACTIONS
Right,,Point with index finger to the right,Turn right at the corner.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051503,2025-07-02T14:53:25.051505,https://drive.google.com/file/d/18qR6LRLKo9yMF2gny6eBwNh2MgM7vJm5/view?usp=sharing,BASIC
Rotation Of Earth,,Sign language gesture for 'Rotation Of Earth',Example sentence using 'Rotation Of Earth'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746158,2025-07-17T18:32:00.746158,https://drive.google.com/file/d/16wiBvLMs3pU7H1AN3BlL9gsTIi-i4y31/view?usp=sharing,BASIC
Run,,"Hook index fingers, move them quickly forward",I like to run in the morning.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051238,2025-07-02T14:53:25.051240,https://drive.google.com/file/d/1IJCNSlfN0DKbkXEqnZgtgWcPt0eRugBJ/view?usp=sharing,BASIC
Sad,,Both hands slide down face like tears,She looks very sad.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051295,2025-07-02T14:53:25.051297,https://drive.google.com/file/d/1DWnsrZdoTleODdPMk6hJ7iCUMZ2_q6OT/view?usp=sharing,BASIC
Salinity,,Sign language gesture for 'Salinity',Example sentence using 'Salinity'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746172,2025-07-17T18:32:00.746172,https://drive.google.com/file/d/1FWYqHFVgIxTX9mN7HWFmT1rwXGPPhtH7/view?usp=sharing,BASIC
Satellite,,Sign language gesture for 'Satellite',Example sentence using 'Satellite'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747744,2025-07-17T18:32:00.747744,https://drive.google.com/file/d/1wUzFJ3g6Kn1lbE_W2K91MDBE4Xe3Sm1W/view?usp=sharing,BASIC
Saturn,,Sign language gesture for 'Saturn',Example sentence using 'Saturn'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.747112,2025-07-17T18:32:00.747112,https://drive.google.com/file/d/1l3Kn7Iatoc3VMwb-FxLxSdu7_cUSMH6e/view?usp=sharing,GENERAL
Scared,,Both hands suddenly open near chest as if startled,I am scared of spiders.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051305,2025-07-02T14:53:25.051307,,BASIC
Schizophrenia,,Sign language gesture for 'Schizophrenia',Example sentence using 'Schizophrenia'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.743747,2025-07-17T18:32:00.743747,https://drive.google.com/file/d/1lMZu4uylxai4c1e52LQeezKmUeRTuab-/view?usp=sharing,BASIC
School,,"Clap hands together twice, representing learning",I go to school every day.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051154,2025-07-02T14:53:25.051156,https://drive.google.com/file/d/1mYGEFiAb6Mi_SocUCisQM5k60GubzwpL/view?usp=sharing,BASIC
Sea,,Sign language gesture for 'Sea',Example sentence using 'Sea'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746480,2025-07-17T18:32:00.746480,https://drive.google.com/file/d/1EQTZYN0LoQe_dBXQqJof6w5kuJj47PVz/view?usp=sharing,BASIC
Sea Cliff,,Sign language gesture for 'Sea Cliff',Example sentence using 'Sea Cliff'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747201,2025-07-17T18:32:00.747201,https://drive.google.com/file/d/112Kv37PYPEEFhxYnm6t4pz5BQG73LapD/view?usp=sharing,BASIC
Sea Route,,Sign language gesture for 'Sea Route',Example sentence using 'Sea Route'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.746491,2025-07-17T18:32:00.746491,https://drive.google.com/file/d/1fK7rFmHPNYPsZ4dmL23k4yNigsKe3xDW/view?usp=sharing,ADVANCED
Seasonal Winds,,Sign language gesture for 'Seasonal Winds',Example sentence using 'Seasonal Winds'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747689,2025-07-17T18:32:00.747689,https://drive.google.com/file/d/1W5XC1h8vSuhhQPjJAfeKvc5WL2qYSOXd/view?usp=sharing,BASIC
Secondary Activity,,Sign language gesture for 'Secondary Activity',Example sentence using 'Secondary Activity'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747447,2025-07-17T18:32:00.747447,https://drive.google.com/file/d/1Zt1Ih2fhdWmWotEMLILLtj4mF5y36yo-/view?usp=sharing,DAILY ACTIONS
Sedation,,Sign language gesture for 'Sedation',Example sentence using 'Sedation'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.743736,2025-07-17T18:32:00.743736,https://drive.google.com/file/d/1QTgETwcwSWF7aUonPPwSBrKASN0nQ-ch/view?usp=sharing,BASIC
Sedimentary Rocks,,Sign language gesture for 'Sedimentary Rocks',Example sentence using 'Sedimentary Rocks'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746856,2025-07-17T18:32:00.746856,https://drive.google.com/file/d/1M4krorX6MpRVgCFRKnQmgfMLWXR-uYla/view?usp=sharing,BASIC
Sediments,,Sign language gesture for 'Sediments',Example sentence using 'Sediments'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746426,2025-07-17T18:32:00.746426,https://drive.google.com/file/d/1Xh8RVv66KQCwhUGiVealLPaIbpdicVW0/view?usp=sharing,BASIC
Seismograph,,Sign language gesture for 'Seismograph',Example sentence using 'Seismograph'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747367,2025-07-17T18:32:00.747367,https://drive.google.com/file/d/1H1fUsIrA6JAz3dftOOkaKIBmMHNrBKhN/view?usp=sharing,BASIC
Self Awareness,,Sign language gesture for 'Self Awareness',Example sentence using 'Self Awareness'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.743725,2025-07-17T18:32:00.743725,https://drive.google.com/file/d/1oBroKBdYPewWAUc355gfMJVZkuSlQ8mI/view?usp=sharing,BASIC
Self Esteem,,Sign language gesture for 'Self Esteem',Example sentence using 'Self Esteem'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.743714,2025-07-17T18:32:00.743714,https://drive.google.com/file/d/1NaW2JXJYwIhP983Bb-nvXPQ2pbsute5b/view?usp=sharing,ADVANCED
Selfcare,,Sign language gesture for 'Selfcare',Example sentence using 'Selfcare'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.743702,2025-07-17T18:32:00.743702,https://drive.google.com/file/d/1HlvhGA9FNUSHjhun8Tu5Qqk5erJDc9cx/view?usp=sharing,MEDICAL AND HEALTH
Selfharm Suicide,,Sign language gesture for 'Selfharm Suicide',Example sentence using 'Selfharm Suicide'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.743758,2025-07-17T18:32:00.743758,https://drive.google.com/file/d/16mVdgZvFuvYlCMAnUSU0ZvNrbFCNmZbT/view?usp=sharing,BASIC
Selfhelp Groups,,Sign language gesture for 'Selfhelp Groups',Example sentence using 'Selfhelp Groups'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.743627,2025-07-17T18:32:00.743627,https://drive.google.com/file/d/1HzzPHM9C8TyxCraFkpv93su68X1OY8DF/view?usp=sharing,ADVANCED
Sell,,"Hold object in palms, then move hands forward",They sell fresh vegetables.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051284,2025-07-02T14:53:25.051286,https://drive.google.com/file/d/1xpk0RSeyOyqPkSWhAr54e7AjLvXKN08B/view?usp=sharing,BASIC
Sensitive,,Sign language gesture for 'Sensitive',Example sentence using 'Sensitive'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.743694,2025-07-17T18:32:00.743694,https://drive.google.com/file/d/1DuDG9okX70IRt1rWNlNX-6XtHKaIky7E/view?usp=sharing,BASIC
Sericulture,,Sign language gesture for 'Sericulture',Example sentence using 'Sericulture'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.747843,2025-07-17T18:32:00.747843,https://drive.google.com/file/d/1imicvLWYAd0CqcSRR1AekrthEZc4mA6-/view?usp=sharing,HISTORY AND CULTURE
Seven,,Hold up seven fingers,Seven days in a week.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051713,2025-07-02T14:53:25.051715,https://drive.google.com/file/d/1XMTQFsbAeYwRAkoCUlDpZYzfAtyWzt8_/view?usp=sharing,BASIC
Sexual Abuse,,Sign language gesture for 'Sexual Abuse',Example sentence using 'Sexual Abuse'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.743682,2025-07-17T18:32:00.743682,https://drive.google.com/file/d/1UOvsSDNr03X-bi3y4vcXU2cqAIUhFIKT/view?usp=sharing,ADVANCED
Shaft,,Sign language gesture for 'Shaft',Example sentence using 'Shaft'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.747417,2025-07-17T18:32:00.747417,https://drive.google.com/file/d/1r2VdJt3KCWYNNjwXUNCUFPmz5pVolPEh/view?usp=sharing,GENERAL
Shaft Mininig,,Sign language gesture for 'Shaft Mininig',Example sentence using 'Shaft Mininig'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747222,2025-07-17T18:32:00.747222,https://drive.google.com/file/d/1RI9WBqngxghfv7xJOL7dOMvtgJjN85r7/view?usp=sharing,BASIC
Shah Jahan,,Sign language gesture for 'Shah Jahan',Example sentence using 'Shah Jahan'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.747001,2025-07-17T18:32:00.747001,https://drive.google.com/file/d/1ZxCvytHQsho4Jo03VmxA86qLugoYxwTS/view?usp=sharing,ADVANCED
Shifting Cultivation,,Sign language gesture for 'Shifting Cultivation',Example sentence using 'Shifting Cultivation'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747480,2025-07-17T18:32:00.747480,https://drive.google.com/file/d/1tStomfiohEM-Wm0OztQjoCraZ80Pd7jh/view?usp=sharing,BASIC
Shirt,,Pinch shirt material,This shirt is comfortable.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051639,2025-07-02T14:53:25.051641,https://drive.google.com/file/d/1Wui8SeoeGXRw2uZXUjiXCord_190-wiO/view?usp=sharing,BASIC
Shivaji,,Sign language gesture for 'Shivaji',Example sentence using 'Shivaji'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746646,2025-07-17T18:32:00.746646,https://drive.google.com/file/d/15Ej9bkwqmwe2_Z9nQkl2fmVO356bF6u6/view?usp=sharing,BASIC
Shocked,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051909,2025-07-02T14:53:25.051911,https://drive.google.com/file/d/1BeuDN_c1MOmrbBvuiDRKkC7g5pm7RZgM/view?usp=sharing,EMOTIONS AND REACTIONS
Shoes,,Knock fists together,I need new shoes.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051628,2025-07-02T14:53:25.051630,https://drive.google.com/file/d/10_hNdOHPyzq0en73x8pQF2zJcTLwzSxL/view?usp=sharing,BASIC
Short,,One hand shows short distance from the other,The grass is short.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051451,2025-07-02T14:53:25.051454,https://drive.google.com/file/d/1aEc1Rts5gcgYJVGvlm-K0xzdwO5tkbSy/view?usp=sharing,BASIC
Shortstay Home,,Sign language gesture for 'Shortstay Home',Example sentence using 'Shortstay Home'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.743670,2025-07-17T18:32:00.743670,https://drive.google.com/file/d/1HpJH3XvJCkvo8vyB7M-H2iag0rMtAKlS/view?usp=sharing,BASIC
Sickness,,Sign language gesture for 'Sickness',Example sentence using 'Sickness'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.743638,2025-07-17T18:32:00.743638,https://drive.google.com/file/d/1ls5yDjgx21DuTxL4P7QYBl9Yo9YMtzUQ/view?usp=sharing,BASIC
Sing,,Wave hand back and forth near mouth,He can sing very well.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051248,2025-07-02T14:53:25.051250,https://drive.google.com/file/d/1xTLXDsnQHnQKSqhOSEbVm7T_jW7vtJYI/view?usp=sharing,BASIC
Sister,,"Point to cheek, then make two index fingers side by side",My sister loves to read.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051114,2025-07-02T14:53:25.051116,https://drive.google.com/file/d/1b-0oNnH0zSbYYTVZjDNSsPPvhW3Ev7rq/view?usp=sharing,BASIC
Sit,,Two fingers of right hand sit on left palm,Please sit down.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051214,2025-07-02T14:53:25.051217,https://drive.google.com/file/d/1BrNdT2EB7D4aXnEOFt-knIHMC5lLGk2N/view?usp=sharing,BASIC
Six,,Hold up six fingers,Six students are absent.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051707,2025-07-02T14:53:25.051709,https://drive.google.com/file/d/1QxJwRp6LWOpl_HDbY3swc5iNGAaTdD9V/view?usp=sharing,BASIC
Sky,,Both hands sweep overhead from side to side,The sky is clear today.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051346,2025-07-02T14:53:25.051348,https://drive.google.com/file/d/14LDXK2_9nkG45F3YaSBzaTFEBAdzbOOz/view?usp=sharing,BASIC
Sleep,,"Place hand near face, tilt head as if sleeping",I need to sleep early tonight.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051180,2025-07-02T14:53:25.051182,https://drive.google.com/file/d/1bxGSdPHBlFB5112n-QHAyfrhkCnMKN8b/view?usp=sharing,BASIC
Slow,,Both hands move slowly,Please drive slow.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051466,2025-07-02T14:53:25.051468,https://drive.google.com/file/d/1cGoMGIh_BZuSjst-aKBEcABTRac7gDhb/view?usp=sharing,BASIC
Slurred Speech,,Sign language gesture for 'Slurred Speech',Example sentence using 'Slurred Speech'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.743659,2025-07-17T18:32:00.743659,https://drive.google.com/file/d/1FkkbFQaNtnElAYly9OXotD5cHcbGoZqM/view?usp=sharing,ADVANCED
Small,,Both hands close together,She has a small dog.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051433,2025-07-02T14:53:25.051436,https://drive.google.com/file/d/1gqUQfEehIZWTwt_iN3UXHbW335fnYW4n/view?usp=sharing,BASIC
Small Scale Industries,,Sign language gesture for 'Small Scale Industries',Example sentence using 'Small Scale Industries'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747834,2025-07-17T18:32:00.747834,https://drive.google.com/file/d/16NLO00ZJt0CnDMQjttCPfpgmThj-Xy6g/view?usp=sharing,BASIC
Smile,,Index fingers trace smile on face,Your smile is beautiful.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051534,2025-07-02T14:53:25.051536,https://drive.google.com/file/d/1q2510RTDKjjFQKJc4JfBLLROI5Z5SROz/view?usp=sharing,BASIC
